Retention,MaxLevelPassed,User_id,AB_Cohort,SumRevenue,CountBuy,CountAllStart,CountAllFinish,CountCleanStart,CountCleanFinish,Get_Ads,Get_Chapter,Get_Buy,Get_Faceb,Get_TeamL,Get_TeamT,Spend_BonLives,Spend_Bonus,Spend_Boost,Spend_Lives,Spend_Moves,Spend_TeamC
3,39,11078,B,0,0,8,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0
4,48,11078,B,0,0,38,9,35,7,0,0,0,0,0,0,0,0,0,0,0,0
5,49,11078,B,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,49,11078,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,49,11078,B,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,11079,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,11080,B,0,0,7,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
1,71,11080,B,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,76,11080,B,0,0,21,5,21,5,0,0,0,0,0,0,0,0,0,0,0,0
6,76,11080,B,0,0,17,6,17,6,0,0,0,0,0,0,0,0,0,0,0,0
0,113,11081,B,0,0,32,6,31,5,0,0,0,0,0,0,0,0,0,0,0,0
1,115,11081,B,0,0,9,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0
2,115,11081,B,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3,126,11081,B,0,0,51,11,48,9,0,470,0,0,0,0,0,0,0,0,0,0
4,135,11081,B,0,0,63,9,62,9,0,0,0,0,0,0,0,0,0,0,0,0
5,135,11081,B,0,0,50,12,48,11,0,0,0,0,0,0,0,0,0,0,990,0
6,138,11081,B,0,0,46,3,43,2,0,0,0,0,0,0,0,0,0,0,0,0
7,154,11081,B,0,0,40,16,40,16,0,0,0,0,0,0,0,0,0,0,0,0
0,14,11082,B,0,0,19,14,15,12,0,0,0,0,0,0,0,0,0,0,990,0
0,59,11083,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,11083,B,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,59,11083,B,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,59,11083,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,11084,B,0,0,8,3,7,2,0,150,0,0,0,0,0,0,0,0,0,0
5,37,11084,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,11085,B,0,0,16,7,15,6,0,0,0,0,0,0,0,0,0,0,0,0
1,35,11085,B,0,0,6,3,6,3,0,180,0,0,0,0,0,0,0,0,0,0
2,35,11085,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,35,11085,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,39,11085,B,0,0,7,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0
5,39,11085,B,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,40,11085,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,41,11085,B,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5,11086,B,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11087,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,11087,B,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,90,11088,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,91,11088,B,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,100,11088,B,0,0,51,9,47,6,0,0,0,0,0,0,0,0,0,0,0,0
3,105,11088,B,0,0,40,5,40,5,0,0,0,0,0,0,0,0,0,0,0,0
4,105,11088,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,105,11088,B,0,0,15,10,15,10,0,0,0,0,0,0,0,0,0,0,0,0
6,110,11088,B,0,0,24,5,23,4,0,0,0,0,0,0,0,0,0,0,0,0
7,110,11088,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11089,B,0,0,12,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0
6,34,11089,B,0,0,49,22,46,21,0,0,0,0,0,100,0,0,0,0,1980,0
7,39,11089,B,0,0,20,5,20,5,0,490,0,0,0,0,0,0,0,0,0,0
0,0,11090,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,11091,B,0,0,31,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11092,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2590,0
0,32,11093,B,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34,11093,B,53,1,43,2,42,2,0,0,1000,0,0,0,0,0,0,0,990,0
4,37,11093,B,106,2,22,3,21,3,0,230,2000,0,0,0,0,0,0,0,990,0
6,41,11093,B,53,1,18,4,17,3,0,0,1000,0,0,0,0,0,0,0,0,0
7,43,11093,B,53,1,22,2,21,1,0,0,1000,0,0,0,0,0,0,0,2590,0
0,32,11094,B,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,11094,B,0,0,11,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
2,34,11094,B,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
3,34,11094,B,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,37,11094,B,0,0,24,3,21,2,0,320,0,0,0,0,0,0,0,0,0,0
5,39,11094,B,0,0,11,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11095,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,11095,B,0,0,85,45,81,41,0,170,0,0,0,100,0,0,0,0,0,0
2,64,11095,B,0,0,37,16,33,15,0,300,0,0,0,0,0,0,0,0,0,0
7,64,11095,B,0,0,77,17,70,15,0,0,0,0,0,0,0,0,0,0,990,0
0,32,11096,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,11096,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,11097,B,0,0,12,11,10,9,0,0,0,0,0,0,0,0,0,0,2590,0
1,11,11097,B,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,11097,B,0,0,12,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0
3,18,11097,B,0,0,21,5,21,5,0,0,0,0,0,0,0,0,0,0,0,0
5,18,11097,B,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,11097,B,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,11097,B,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,11098,B,0,0,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
0,25,11099,B,0,0,8,3,7,2,0,0,0,0,0,0,0,0,0,0,990,0
1,25,11099,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,31,11099,B,0,0,13,6,13,6,0,0,0,0,0,0,0,0,0,0,0,0
4,32,11099,B,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
7,34,11099,B,0,0,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,23,11100,B,0,0,33,23,30,20,0,0,0,0,0,100,0,0,0,0,0,0
1,23,11100,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,11100,B,0,0,21,6,19,5,0,0,0,0,0,0,0,0,0,0,0,0
0,45,11101,B,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,11101,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45,11101,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11102,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,11102,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,11103,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,11104,B,0,0,50,34,39,27,0,0,0,0,0,100,0,0,0,0,0,0
1,55,11104,B,0,0,81,20,73,17,0,400,0,0,0,0,0,0,0,0,990,0
2,60,11104,B,0,0,20,5,16,4,0,0,0,0,0,0,0,0,0,0,0,0
3,70,11104,B,0,0,61,10,50,6,0,180,0,0,0,0,0,0,0,0,1980,0
4,82,11104,B,0,0,75,12,70,10,0,0,0,0,0,0,0,0,0,0,0,0
6,82,11104,B,0,0,20,8,19,8,0,0,0,0,0,0,0,0,0,0,0,0
7,83,11104,B,0,0,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11105,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11106,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,11107,B,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,990,0
3,14,11107,B,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4,14,11107,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,11107,B,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6,15,11107,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,11107,B,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,62,11108,B,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,63,11108,B,0,0,8,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,34,11109,B,0,0,100,34,94,31,0,0,0,0,0,100,0,0,0,0,2590,0
1,46,11109,B,0,0,65,12,64,12,0,430,0,0,0,0,0,0,0,0,0,0
7,46,11109,B,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,11110,B,0,0,18,17,12,11,0,0,0,0,0,0,0,0,0,0,2970,0
0,25,11111,B,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,28,11111,B,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0
4,28,11111,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,11111,B,0,0,8,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0
6,32,11111,B,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11112,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,11113,B,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,34,11114,B,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1,43,11114,B,0,0,33,9,32,9,0,190,0,0,0,0,0,0,0,0,0,0
2,45,11114,B,0,0,24,2,24,2,0,0,0,0,0,0,0,0,0,0,0,0
3,48,11114,B,0,0,28,3,28,3,0,0,0,0,0,0,0,0,0,0,0,0
4,57,11114,B,0,0,25,9,24,8,0,0,0,0,0,0,0,0,0,0,0,0
5,64,11114,B,0,0,70,17,66,15,0,310,0,0,0,0,0,0,0,0,0,0
6,65,11114,B,0,0,59,4,55,3,0,0,0,0,0,0,0,0,0,0,0,0
7,65,11114,B,0,0,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,11115,B,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1,59,11115,B,0,0,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2,65,11115,B,0,0,18,6,14,4,0,120,0,0,30,0,0,0,0,0,0,0
3,67,11115,B,0,0,7,2,3,1,0,0,0,0,30,0,0,0,0,0,0,0
4,70,11115,B,0,0,13,3,10,1,0,0,0,0,20,0,0,0,0,0,0,0
5,70,11115,B,0,0,30,9,28,8,0,0,0,0,0,0,0,0,0,0,0,0
6,70,11115,B,0,0,23,4,22,4,0,0,0,0,0,0,0,0,0,0,0,0
7,73,11115,B,0,0,27,3,25,2,0,0,0,0,50,0,0,0,0,0,0,0
0,45,11116,B,0,0,37,10,35,9,0,200,0,0,0,0,0,0,0,0,0,0
1,48,11116,B,0,0,14,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0
2,49,11116,B,0,0,10,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
3,51,11116,B,0,0,32,2,30,2,0,0,0,0,0,0,0,0,0,0,0,0
4,57,11116,B,0,0,38,6,32,5,0,0,0,0,0,0,0,0,0,0,0,0
5,58,11116,B,0,0,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
6,63,11116,B,0,0,30,5,28,4,0,190,0,0,0,0,0,0,0,0,0,0
0,35,11117,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,11117,B,0,0,61,15,55,13,0,110,0,0,0,0,0,0,0,0,0,0
2,52,11117,B,0,0,6,2,5,2,0,0,0,0,0,0,0,0,0,0,990,0
3,63,11117,B,0,0,46,11,38,8,0,150,0,0,0,0,0,0,0,0,0,0
4,65,11117,B,0,0,14,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0
5,69,11117,B,0,0,14,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0
6,76,11117,B,0,0,66,17,63,15,0,0,0,0,0,0,0,0,0,0,0,0
7,76,11117,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,11118,B,0,0,24,12,23,11,0,0,0,0,0,100,0,0,0,0,990,0
0,46,11119,B,0,0,28,0,27,0,0,0,0,0,30,0,0,0,0,0,0,0
1,46,11119,B,0,0,8,0,7,0,0,0,0,0,20,0,0,0,0,0,0,0
2,50,11119,B,0,0,77,4,76,3,0,0,0,0,10,0,0,0,0,0,990,0
3,55,11119,B,0,0,92,5,91,4,0,0,0,0,70,0,0,0,0,0,0,0
4,59,11119,B,0,0,103,4,103,4,0,0,0,0,50,0,0,0,0,0,0,0
5,59,11119,B,0,0,124,11,124,11,0,0,0,0,40,0,0,0,0,0,0,0
6,59,11119,B,0,0,54,2,54,2,0,0,0,0,40,0,0,0,0,0,0,0
7,67,11119,B,0,0,142,9,140,7,0,360,0,0,40,0,0,0,0,0,0,0
0,101,11120,B,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,110,11120,B,0,0,50,9,50,9,0,0,0,0,0,0,0,0,0,0,0,0
2,112,11120,B,0,0,16,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0
3,116,11120,B,0,0,31,4,30,3,0,0,0,0,0,0,0,0,0,0,0,0
5,117,11120,B,0,0,104,19,102,19,0,0,0,0,0,0,0,0,0,0,0,0
6,124,11120,B,0,0,54,7,53,7,0,0,0,0,0,0,0,0,0,0,0,0
7,128,11120,B,0,0,13,4,13,4,0,400,0,0,0,0,0,0,0,0,0,0
0,39,11121,B,0,0,25,5,25,5,0,270,0,0,0,0,0,0,0,0,0,0
1,39,11121,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46,11121,B,0,0,49,7,43,7,0,0,0,0,0,0,0,0,0,0,0,0
7,46,11121,B,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,11122,B,0,0,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
1,77,11122,B,0,0,56,6,54,4,0,0,0,0,0,0,0,0,0,0,0,0
2,86,11122,B,0,0,70,9,65,9,0,0,0,0,0,0,0,0,0,0,0,0
3,86,11122,B,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4,87,11122,B,0,0,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
6,88,11122,B,0,0,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
7,91,11122,B,0,0,22,3,21,2,0,290,0,0,0,0,0,0,0,0,0,0
0,45,11123,B,0,0,86,21,85,20,0,450,0,0,0,0,0,0,0,0,0,0
1,56,11123,B,0,0,76,21,67,19,0,0,0,0,0,0,0,0,0,0,0,0
2,59,11123,B,0,0,35,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0
4,59,11123,B,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,11124,B,0,0,8,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0
1,60,11124,B,0,0,31,12,30,11,0,440,0,0,0,0,0,0,0,0,0,0
4,61,11124,B,0,0,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
7,73,11124,B,0,0,39,15,34,13,0,0,0,0,0,0,0,0,0,0,0,0
0,4,11125,B,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2,4,11125,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,11126,B,0,0,36,7,35,6,0,0,0,0,0,0,0,0,0,0,0,0
4,50,11126,B,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,50,11126,B,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,50,11126,B,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,11127,B,0,0,23,4,18,4,0,0,0,0,0,0,0,0,0,0,0,0
1,50,11127,B,0,0,10,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0
3,50,11127,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,50,11127,B,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6,50,11127,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,50,11127,B,0,0,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81,11128,B,0,0,76,6,70,4,0,0,0,0,0,0,0,0,0,0,0,0
1,83,11128,B,0,0,31,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0
2,83,11128,B,0,0,32,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4,83,11128,B,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,191,11129,B,0,0,131,17,129,16,0,0,0,0,0,0,0,0,0,0,990,0
1,201,11129,B,0,0,72,9,70,9,0,150,0,0,0,0,0,0,0,0,0,0
2,205,11129,B,0,0,44,4,41,3,0,0,0,0,0,0,0,0,0,0,0,0
3,211,11129,B,0,0,51,6,48,5,0,0,0,0,0,0,0,0,0,0,0,0
4,230,11129,B,0,0,103,19,101,19,0,0,0,0,0,0,0,0,0,0,0,0
5,237,11129,B,0,0,94,21,87,17,0,0,0,0,0,0,0,0,0,0,0,0
6,237,11129,B,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
7,237,11129,B,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,11130,B,0,0,11,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
2,41,11130,B,0,0,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0
3,42,11130,B,0,0,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
4,43,11130,B,0,0,9,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
5,43,11130,B,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,11131,B,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,24,11132,B,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,990,0
0,26,11133,B,0,0,36,26,33,23,0,0,0,0,0,100,0,0,0,0,0,0
0,22,11134,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,11135,B,0,0,28,10,21,7,0,0,0,0,0,0,0,0,0,0,0,0
2,18,11135,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,11136,B,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,11136,B,0,0,31,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59,11136,B,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,59,11136,B,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
4,59,11136,B,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,59,11136,B,0,0,53,11,53,11,0,0,0,0,0,0,0,0,0,0,0,0
6,59,11136,B,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,11137,B,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,85,11137,B,0,0,25,8,18,5,0,0,0,0,0,0,0,0,0,0,0,0
2,86,11137,B,0,0,33,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0
3,86,11137,B,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4,86,11137,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,86,11137,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,86,11137,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,11138,B,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,40,11139,B,0,0,83,40,74,34,0,440,0,0,0,100,0,0,0,0,990,0
4,45,11139,B,0,0,29,5,27,5,0,0,0,0,0,0,0,0,0,0,990,0
5,47,11139,B,0,0,17,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0
6,55,11139,B,0,0,29,8,25,6,0,0,0,0,0,0,0,0,0,0,990,0
7,62,11139,B,0,0,48,7,45,6,0,320,0,0,0,0,0,0,0,0,0,0
0,15,11140,B,0,0,17,15,14,12,0,0,0,0,0,0,0,0,0,0,0,0
0,59,11141,B,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0
0,23,11142,B,0,0,9,5,9,5,0,0,0,0,0,100,0,0,0,0,0,0
1,26,11142,B,0,0,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2,32,11142,B,0,0,6,2,4,1,0,0,0,0,0,0,0,0,0,0,1980,0
3,39,11142,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,41,11142,B,0,0,7,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0
5,43,11142,B,0,0,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
6,48,11142,B,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,48,11142,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,11143,B,0,0,21,16,17,13,0,0,0,0,0,0,0,0,0,0,990,0
4,16,11143,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,11143,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,11144,B,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,11145,B,0,0,16,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
1,52,11145,B,0,0,17,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0
2,56,11145,B,0,0,23,4,21,3,0,0,0,0,0,0,0,0,0,0,0,0
3,59,11145,B,0,0,18,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0
4,62,11145,B,0,0,27,3,25,3,0,430,0,0,0,0,0,0,0,0,0,0
5,64,11145,B,0,0,42,11,39,10,0,0,0,0,0,0,0,0,0,0,0,0
6,67,11145,B,0,0,14,3,13,3,0,0,0,0,0,0,0,0,0,0,0,0
7,70,11145,B,0,0,21,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0
0,52,11146,B,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,11146,B,0,0,56,3,56,3,0,0,0,0,0,0,0,0,0,0,0,0
4,58,11146,B,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,58,11146,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,59,11146,B,0,0,31,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0
7,59,11146,B,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11147,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,11148,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,11148,B,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,16,11148,B,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
3,16,11148,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,11148,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,11148,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,11149,B,0,0,15,6,10,5,0,0,0,0,0,0,0,0,0,0,0,0
2,20,11149,B,0,0,5,2,5,2,0,0,0,0,0,100,0,0,0,0,0,0
6,21,11149,B,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,39,11150,B,0,0,43,24,35,18,0,330,0,0,0,100,0,0,0,0,2970,0
1,49,11150,B,0,0,23,10,17,7,0,0,0,0,20,0,0,0,0,0,0,0
0,16,11151,B,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,990,0
1,17,11151,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,11151,B,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,20,11151,B,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
7,20,11151,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,11152,B,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,11152,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,11152,B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25,11152,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,11152,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,11153,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,11153,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,11154,B,0,0,17,8,16,7,0,0,0,0,0,100,0,0,0,0,0,0
0,18,11155,B,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1,22,11155,B,0,0,5,4,5,4,0,0,0,0,0,100,0,0,0,0,0,0
0,46,11156,B,0,0,26,7,24,7,0,0,0,0,0,0,0,0,0,0,990,0
4,50,11156,B,0,0,18,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0
5,54,11156,B,0,0,6,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
6,56,11156,B,0,0,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
7,58,11156,B,0,0,7,2,7,2,0,0,0,0,0,0,0,0,0,0,990,0
0,82,11157,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,11157,B,0,0,49,4,47,3,0,0,0,0,0,0,0,0,0,0,0,0
2,87,11157,B,0,0,19,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,90,11157,B,0,0,6,3,5,2,0,240,0,0,0,0,0,0,0,0,0,0
4,90,11157,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,90,11157,B,0,0,10,8,8,6,0,0,0,0,0,0,0,0,0,0,990,0
6,90,11157,B,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
7,91,11157,B,0,0,20,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
0,70,11158,B,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
